timestamp,sensor_name,value
2024-05-16 14:41:53.310990,Pressure,36.43
2024-05-16 14:41:53.326995,Temperature,4.73
2024-05-16 14:42:03.364291,Pressure,87.79
2024-05-16 14:42:03.380291,Temperature,2.56
2024-05-16 14:42:13.401639,Pressure,92.55
2024-05-16 14:42:13.415636,Temperature,3.72
2024-05-16 14:42:23.442412,Pressure,15.75
2024-05-16 14:42:23.443414,Temperature,3.67
2024-05-16 14:42:33.471518,Pressure,7.97
2024-05-16 14:42:33.487054,Temperature,3.22
2024-05-16 14:42:43.516657,Pressure,80.05
2024-05-16 14:42:43.532657,Temperature,3.55
2024-05-16 14:42:53.569105,Pressure,5.23
2024-05-16 14:42:53.571106,Temperature,3.1
2024-05-16 14:43:03.602812,Pressure,14.32
2024-05-16 14:43:03.603815,Temperature,3.56
2024-05-16 14:43:13.631406,Pressure,53.94
2024-05-16 14:43:13.632412,Temperature,4.73
2024-05-16 14:43:23.673699,Pressure,34.49
2024-05-16 14:43:23.688699,Temperature,2.99
2024-05-16 14:43:33.726513,Pressure,81.53
2024-05-16 14:43:33.742021,Temperature,2.09
2024-05-16 14:43:43.778746,Pressure,52.97
2024-05-16 14:43:43.778746,Temperature,4.5
2024-05-16 14:43:53.806365,Pressure,8.57
2024-05-16 14:43:53.822365,Temperature,2.05
2024-05-16 14:44:03.825995,Pressure,81.07
2024-05-16 14:44:03.838996,Temperature,3.2
2024-05-16 14:44:13.866288,Pressure,12.54
2024-05-16 14:44:13.882287,Temperature,4.3
2024-05-16 14:44:23.916971,Pressure,1.9
2024-05-16 14:44:23.932973,Temperature,2.29
2024-05-16 14:44:33.962968,Pressure,92.52
2024-05-16 14:44:33.978968,Temperature,3.7
2024-05-16 14:44:43.982132,Pressure,40.51
2024-05-16 14:44:43.983134,Temperature,2.14
2024-05-16 14:44:53.996595,Pressure,93.41
2024-05-16 14:44:54.011596,Temperature,4.78
2024-05-16 14:45:04.014513,Pressure,51.94
2024-05-16 14:45:04.015513,Temperature,3.52
2024-05-16 14:45:14.045067,Pressure,50.19
2024-05-16 14:45:14.060585,Temperature,2.51
2024-05-16 14:45:24.097591,Pressure,37.73
2024-05-16 14:45:24.098598,Temperature,3.35
2024-05-16 14:45:34.102042,Pressure,86.55
2024-05-16 14:45:34.103043,Temperature,3.58
2024-05-16 14:45:44.139228,Pressure,33.67
2024-05-16 14:45:44.154232,Temperature,3.25
2024-05-16 14:45:54.179647,Pressure,74.56
2024-05-16 14:45:54.195648,Temperature,2.69
2024-05-16 14:46:04.228958,Pressure,81.1
2024-05-16 14:46:04.244958,Temperature,3.12
2024-05-16 14:46:14.248065,Pressure,21.45
2024-05-16 14:46:14.249065,Temperature,4.77
2024-05-16 14:46:24.252458,Pressure,64.0
2024-05-16 14:46:24.252458,Temperature,3.08
2024-05-16 14:46:34.272193,Pressure,78.24
2024-05-16 14:46:34.287701,Temperature,4.98
2024-05-16 14:46:44.325611,Pressure,27.61
2024-05-16 14:46:44.341611,Temperature,3.8
2024-05-16 14:46:54.360957,Pressure,77.85
2024-05-16 14:46:54.376962,Temperature,4.58
2024-05-16 14:47:04.418334,Pressure,26.54
2024-05-16 14:47:04.434334,Temperature,3.82
2024-05-16 14:47:14.461976,Pressure,76.9
2024-05-16 14:47:14.475976,Temperature,2.74
2024-05-16 14:47:24.516705,Pressure,18.66
2024-05-16 14:47:24.532705,Temperature,3.9
2024-05-16 14:47:34.551303,Pressure,54.29
2024-05-16 14:47:34.566300,Temperature,2.59
2024-05-16 14:47:44.597871,Pressure,52.68
2024-05-16 14:47:44.598872,Temperature,2.45
2024-05-16 14:47:54.602824,Pressure,44.98
2024-05-16 14:47:54.618823,Temperature,2.63
2024-05-16 14:48:04.645505,Pressure,70.87
2024-05-16 14:48:04.658500,Temperature,4.93
2024-05-16 14:48:14.687494,Pressure,54.95
2024-05-16 14:48:14.703006,Temperature,4.51
2024-05-16 14:48:24.717359,Pressure,52.83
2024-05-16 14:48:24.718361,Temperature,3.78
2024-05-16 14:48:34.759954,Pressure,61.97
2024-05-16 14:48:34.776960,Temperature,4.62
2024-05-16 14:48:44.808405,Pressure,75.71
2024-05-16 14:48:44.824405,Temperature,4.62
2024-05-16 14:48:54.854185,Pressure,10.52
2024-05-16 14:48:54.870185,Temperature,3.58
2024-05-16 14:49:04.899831,Pressure,44.04
2024-05-16 14:49:04.915341,Temperature,4.24
2024-05-16 14:49:14.947250,Pressure,60.91
2024-05-16 14:49:14.962250,Temperature,2.22
2024-05-16 14:49:24.965878,Pressure,23.77
2024-05-16 14:49:24.983878,Temperature,4.38
2024-05-16 14:49:34.986567,Pressure,16.18
2024-05-16 14:49:34.987571,Temperature,2.5
2024-05-16 14:49:45.028670,Pressure,11.89
2024-05-16 14:49:45.044670,Temperature,3.9
2024-05-16 14:49:55.067999,Pressure,29.58
2024-05-16 14:49:55.080993,Temperature,4.51
2024-05-16 14:50:05.118803,Pressure,14.07
2024-05-16 14:50:05.119801,Temperature,3.87
2024-05-16 14:50:15.159850,Pressure,68.48
2024-05-16 14:50:15.175849,Temperature,4.22
2024-05-16 14:50:25.198378,Pressure,40.11
2024-05-16 14:50:25.214379,Temperature,2.6
2024-05-16 14:50:35.242092,Pressure,68.22
2024-05-16 14:50:35.257097,Temperature,3.98
2024-05-16 14:50:45.294144,Pressure,89.12
2024-05-16 14:50:45.295147,Temperature,3.19
2024-05-16 14:50:55.325874,Pressure,77.72
2024-05-16 14:50:55.344385,Temperature,3.6
2024-05-16 14:51:05.368107,Pressure,0.57
2024-05-16 14:51:05.384106,Temperature,3.44
2024-05-16 14:51:15.422893,Pressure,17.17
2024-05-16 14:51:15.438897,Temperature,2.03
2024-05-16 14:51:25.466475,Pressure,81.39
2024-05-16 14:51:25.482475,Temperature,4.88
2024-05-16 14:51:35.516474,Pressure,82.22
2024-05-16 14:51:35.531473,Temperature,3.11
2024-05-16 14:51:45.570552,Pressure,91.9
2024-05-16 14:51:45.585551,Temperature,3.54
2024-05-16 14:51:55.617860,Pressure,77.76
2024-05-16 14:51:55.633861,Temperature,2.07
2024-05-16 14:52:05.659270,Pressure,24.24
2024-05-16 14:52:05.675272,Temperature,3.17
2024-05-16 14:52:15.702600,Pressure,39.35
2024-05-16 14:52:15.704597,Temperature,2.46
2024-05-16 14:52:25.720011,Pressure,78.33
2024-05-16 14:52:25.736011,Temperature,3.39
2024-05-16 14:52:35.761398,Pressure,71.51
2024-05-16 14:52:35.762403,Temperature,3.8
2024-05-16 14:52:45.796872,Pressure,54.07
2024-05-16 14:52:45.797877,Temperature,2.04
2024-05-16 14:52:55.826299,Pressure,56.48
2024-05-16 14:52:55.827294,Temperature,4.96
2024-05-16 14:53:05.863405,Pressure,27.27
2024-05-16 14:53:05.864404,Temperature,2.89
2024-05-16 14:53:15.886177,Pressure,23.2
2024-05-16 14:53:15.901178,Temperature,2.85
2024-05-16 14:53:25.943700,Pressure,74.0
2024-05-16 14:53:25.944702,Temperature,3.27
2024-05-16 14:53:35.948013,Pressure,6.47
2024-05-16 14:53:35.962011,Temperature,2.17
2024-05-16 14:53:45.989677,Pressure,93.16
2024-05-16 14:53:46.005680,Temperature,2.5
2024-05-16 14:53:56.026365,Pressure,69.97
2024-05-16 14:53:56.042361,Temperature,3.78
2024-05-16 14:54:06.069727,Pressure,73.33
2024-05-16 14:54:06.085239,Temperature,3.83
2024-05-16 14:54:16.119047,Pressure,32.67
2024-05-16 14:54:16.135047,Temperature,4.57
2024-05-16 14:54:26.160702,Pressure,40.42
2024-05-16 14:54:26.175700,Temperature,4.28
2024-05-16 14:54:36.208105,Pressure,71.58
2024-05-16 14:54:36.209111,Temperature,4.05
2024-05-16 14:54:46.212161,Pressure,41.69
2024-05-16 14:54:46.232161,Temperature,4.51
2024-05-16 14:54:56.265165,Pressure,93.65
2024-05-16 14:54:56.281162,Temperature,2.17
2024-05-16 14:55:06.308300,Pressure,0.54
2024-05-16 14:55:06.324329,Temperature,2.18
2024-05-16 14:55:16.355691,Pressure,51.61
2024-05-16 14:55:16.371694,Temperature,4.24
2024-05-16 14:55:26.408269,Pressure,11.92
2024-05-16 14:55:26.423779,Temperature,4.1
2024-05-16 14:55:36.465945,Pressure,68.21
2024-05-16 14:55:36.480946,Temperature,4.77
2024-05-16 14:55:46.516418,Pressure,38.57
2024-05-16 14:55:46.532453,Temperature,2.82
2024-05-16 14:55:56.572751,Pressure,65.06
2024-05-16 14:55:56.588751,Temperature,4.29
2024-05-16 14:56:06.609416,Pressure,70.89
2024-05-16 14:56:06.625420,Temperature,3.15
2024-05-16 14:56:16.655438,Pressure,63.4
2024-05-16 14:56:16.671438,Temperature,3.33
2024-05-16 14:56:26.708810,Pressure,11.03
2024-05-16 14:56:26.723810,Temperature,3.93
2024-05-16 14:56:36.762247,Pressure,64.25
2024-05-16 14:56:36.778247,Temperature,4.63
2024-05-16 14:56:46.809000,Pressure,5.78
2024-05-16 14:56:46.824999,Temperature,3.29
2024-05-16 14:56:56.854205,Pressure,1.38
2024-05-16 14:56:56.869715,Temperature,3.96
2024-05-16 14:57:06.911151,Pressure,37.41
2024-05-16 14:57:06.926150,Temperature,3.53
2024-05-16 14:57:16.947936,Pressure,89.16
2024-05-16 14:57:16.966207,Temperature,4.57
2024-05-16 14:57:27.000478,Pressure,60.64
2024-05-16 14:57:27.016478,Temperature,2.38
2024-05-16 14:57:37.036052,Pressure,2.42
2024-05-16 14:57:37.037054,Temperature,3.58
2024-05-16 14:57:47.064377,Pressure,11.45
2024-05-16 14:57:47.079380,Temperature,3.06
2024-05-16 14:57:57.107942,Pressure,1.92
2024-05-16 14:57:57.108943,Temperature,4.24
2024-05-16 14:58:07.142942,Pressure,88.99
2024-05-16 14:58:07.158940,Temperature,3.7
2024-05-16 14:58:17.198236,Pressure,56.66
2024-05-16 14:58:17.214271,Temperature,5.0
2024-05-16 14:58:27.228458,Pressure,51.94
2024-05-16 14:58:27.243457,Temperature,2.49
2024-05-16 14:58:37.264901,Pressure,68.19
2024-05-16 14:58:37.280902,Temperature,4.51
2024-05-16 14:58:47.317572,Pressure,86.93
2024-05-16 14:58:47.333572,Temperature,4.33
2024-05-16 14:58:57.349699,Pressure,91.22
2024-05-16 14:58:57.364207,Temperature,3.29
2024-05-16 14:59:07.382810,Pressure,37.26
2024-05-16 14:59:07.398810,Temperature,4.02
2024-05-16 14:59:17.428652,Pressure,59.21
2024-05-16 14:59:17.444651,Temperature,4.57
2024-05-16 14:59:27.485403,Pressure,80.27
2024-05-16 14:59:27.501401,Temperature,4.91
2024-05-16 14:59:37.514863,Pressure,56.59
2024-05-16 14:59:37.529866,Temperature,2.51
2024-05-16 14:59:47.561584,Pressure,91.11
2024-05-16 14:59:47.576583,Temperature,4.28
2024-05-16 14:59:57.619124,Pressure,41.42
2024-05-16 14:59:57.620120,Temperature,3.78
2024-05-16 15:00:07.636723,Pressure,61.98
2024-05-16 15:00:07.651234,Temperature,2.22
2024-05-16 15:00:17.654763,Pressure,45.86
2024-05-16 15:00:17.676764,Temperature,2.9
2024-05-16 15:00:27.695308,Pressure,57.56
2024-05-16 15:00:27.710309,Temperature,4.99
2024-05-16 15:00:37.712914,Pressure,35.54
2024-05-16 15:00:37.713915,Temperature,3.81
2024-05-16 15:00:47.734476,Pressure,66.97
2024-05-16 15:00:47.748475,Temperature,3.22
2024-05-16 15:00:57.785813,Pressure,99.95
2024-05-16 15:00:57.785813,Temperature,4.85
2024-05-16 15:01:07.817437,Pressure,41.27
2024-05-16 15:01:07.833440,Temperature,2.7
2024-05-16 15:01:17.847803,Pressure,97.63
2024-05-16 15:01:17.864318,Temperature,3.53
2024-05-16 15:01:27.882510,Pressure,47.94
2024-05-16 15:01:27.897510,Temperature,2.5
2024-05-16 15:01:37.913779,Pressure,34.59
2024-05-16 15:01:37.914783,Temperature,3.46
2024-05-16 15:01:47.917620,Pressure,2.24
2024-05-16 15:01:47.928617,Temperature,2.83
2024-05-16 15:01:57.966094,Pressure,95.23
2024-05-16 15:01:57.968095,Temperature,3.35
2024-05-16 15:02:07.995765,Pressure,30.15
2024-05-16 15:02:08.010765,Temperature,3.56
2024-05-16 15:02:18.044140,Pressure,50.4
2024-05-16 15:02:18.045141,Temperature,4.95
2024-05-16 15:02:28.048540,Pressure,0.95
2024-05-16 15:02:28.049539,Temperature,4.96
2024-05-16 15:02:38.068427,Pressure,38.78
2024-05-16 15:02:38.068427,Temperature,2.57
2024-05-16 15:02:48.092167,Pressure,59.96
2024-05-16 15:02:48.107162,Temperature,3.62
2024-05-16 15:02:58.110030,Pressure,82.44
2024-05-16 15:02:58.111030,Temperature,2.62
2024-05-16 15:03:08.137574,Pressure,90.96
2024-05-16 15:03:08.153574,Temperature,2.54
2024-05-16 15:03:18.156279,Pressure,4.26
2024-05-16 15:03:18.158280,Temperature,2.38
2024-05-16 15:03:28.160340,Pressure,20.83
2024-05-16 15:03:28.161343,Temperature,2.2
2024-05-16 15:03:38.191582,Pressure,75.33
2024-05-16 15:03:38.192589,Temperature,2.28
2024-05-16 15:03:48.219557,Pressure,22.6
2024-05-16 15:03:48.235557,Temperature,2.45
2024-05-16 15:03:58.273232,Pressure,68.28
2024-05-16 15:03:58.288754,Temperature,3.99
2024-05-16 15:04:08.307714,Pressure,6.07
2024-05-16 15:04:08.323714,Temperature,3.9
2024-05-16 15:04:18.325979,Pressure,86.67
2024-05-16 15:04:18.326979,Temperature,2.4
2024-05-16 15:04:28.329732,Pressure,97.31
2024-05-16 15:04:28.350727,Temperature,4.86
2024-05-16 15:04:38.375616,Pressure,36.1
2024-05-16 15:04:38.376608,Temperature,3.72
2024-05-16 15:04:48.410164,Pressure,18.49
2024-05-16 15:04:48.426192,Temperature,2.04
2024-05-16 15:04:58.446230,Pressure,93.88
2024-05-16 15:04:58.461227,Temperature,4.18
2024-05-16 15:05:08.494593,Pressure,93.36
2024-05-16 15:05:08.510593,Temperature,2.83
2024-05-16 15:05:18.550248,Pressure,11.55
2024-05-16 15:05:18.551240,Temperature,2.9
2024-05-16 15:05:28.592312,Pressure,48.45
2024-05-16 15:05:28.608312,Temperature,3.53
2024-05-16 15:05:38.638839,Pressure,29.02
2024-05-16 15:05:38.655376,Temperature,2.63
2024-05-16 15:05:48.692681,Pressure,23.84
2024-05-16 15:05:48.708681,Temperature,4.76
2024-05-16 15:05:58.737345,Pressure,89.39
2024-05-16 15:05:58.753337,Temperature,4.15
2024-05-16 15:06:08.782481,Pressure,99.31
2024-05-16 15:06:08.798465,Temperature,2.43
2024-05-16 15:06:18.839635,Pressure,62.83
2024-05-16 15:06:18.855634,Temperature,4.18
2024-05-16 15:06:28.889519,Pressure,97.35
2024-05-16 15:06:28.904519,Temperature,4.71
2024-05-16 15:06:38.937008,Pressure,69.63
2024-05-16 15:06:38.938001,Temperature,2.33
2024-05-16 15:06:48.972283,Pressure,40.77
2024-05-16 15:06:48.973269,Temperature,2.44
2024-05-16 15:06:58.991801,Pressure,54.92
2024-05-16 15:06:59.005406,Temperature,4.77
2024-05-16 15:07:09.019708,Pressure,6.0
2024-05-16 15:07:09.034709,Temperature,3.67
2024-05-16 15:07:19.049426,Pressure,96.35
2024-05-16 15:07:19.063422,Temperature,3.58
2024-05-16 15:07:29.098526,Pressure,75.19
2024-05-16 15:07:29.099512,Temperature,3.73
2024-05-16 15:07:39.116584,Pressure,45.5
2024-05-16 15:07:39.117584,Temperature,3.95
2024-05-16 15:07:49.143425,Pressure,80.22
2024-05-16 15:07:49.144413,Temperature,4.88
2024-05-16 15:07:59.175330,Pressure,13.39
2024-05-16 15:07:59.191330,Temperature,3.34
2024-05-16 15:08:09.225969,Pressure,36.14
2024-05-16 15:08:09.226954,Temperature,2.98
2024-05-16 15:08:19.264145,Pressure,17.66
2024-05-16 15:08:19.280150,Temperature,4.97
2024-05-16 15:08:29.311348,Pressure,26.24
2024-05-16 15:08:29.327347,Temperature,3.16
2024-05-16 15:08:39.351516,Pressure,86.8
2024-05-16 15:08:39.367520,Temperature,4.31
2024-05-16 15:08:49.402487,Pressure,18.62
2024-05-16 15:08:49.417487,Temperature,2.26
2024-05-16 15:08:59.432184,Pressure,7.15
2024-05-16 15:08:59.448184,Temperature,2.64
2024-05-16 15:09:09.475705,Pressure,29.98
2024-05-16 15:09:09.491875,Temperature,4.88
2024-05-16 15:09:19.494202,Pressure,12.91
2024-05-16 15:09:19.518709,Temperature,4.48
2024-05-16 15:09:29.557774,Pressure,40.18
2024-05-16 15:09:29.572774,Temperature,3.59
2024-05-16 15:09:39.603949,Pressure,62.48
2024-05-16 15:09:39.617954,Temperature,3.67
2024-05-16 15:09:49.634423,Pressure,69.57
2024-05-16 15:09:49.635415,Temperature,4.08
2024-05-16 15:09:59.676038,Pressure,61.17
2024-05-16 15:09:59.691578,Temperature,3.78
2024-05-16 15:10:09.727177,Pressure,46.6
2024-05-16 15:10:09.728184,Temperature,3.48
2024-05-16 15:10:19.757866,Pressure,62.42
2024-05-16 15:10:19.773866,Temperature,2.47
2024-05-16 15:10:29.807732,Pressure,90.99
2024-05-16 15:10:29.822732,Temperature,2.72
2024-05-16 15:10:39.855272,Pressure,51.82
2024-05-16 15:10:39.870782,Temperature,3.81
2024-05-16 15:10:49.906389,Pressure,55.41
2024-05-16 15:10:49.922390,Temperature,4.29
2024-05-16 15:10:59.953609,Pressure,57.0
2024-05-16 15:10:59.969629,Temperature,2.83
2024-05-16 15:11:09.991528,Pressure,23.15
2024-05-16 15:11:10.006524,Temperature,4.58
2024-05-16 15:11:20.045613,Pressure,36.83
2024-05-16 15:11:20.046615,Temperature,4.71
2024-05-16 15:11:30.081562,Pressure,47.84
2024-05-16 15:11:30.097566,Temperature,3.9
2024-05-16 15:11:40.117174,Pressure,1.59
2024-05-16 15:11:40.132174,Temperature,2.9
2024-05-16 15:11:50.151181,Pressure,77.54
2024-05-16 15:11:50.152183,Temperature,3.16
2024-05-16 15:12:00.181397,Pressure,95.65
2024-05-16 15:12:00.197397,Temperature,3.65
2024-05-16 15:12:10.218094,Pressure,58.97
2024-05-16 15:12:10.233630,Temperature,4.24
2024-05-16 15:12:20.270680,Pressure,49.43
2024-05-16 15:12:20.286189,Temperature,2.11
2024-05-16 15:12:30.327317,Pressure,14.65
2024-05-16 15:12:30.342826,Temperature,4.41
2024-05-16 15:12:40.384411,Pressure,45.19
2024-05-16 15:12:40.400411,Temperature,3.8
2024-05-16 15:12:50.439147,Pressure,39.49
2024-05-16 15:12:50.454688,Temperature,3.61
2024-05-16 15:13:00.482630,Pressure,17.09
2024-05-16 15:13:00.484630,Temperature,3.9
2024-05-16 15:13:10.514493,Pressure,63.39
2024-05-16 15:13:10.530493,Temperature,2.02
2024-05-16 15:13:20.571016,Pressure,36.07
2024-05-16 15:13:20.587016,Temperature,2.7
2024-05-16 15:13:30.622198,Pressure,80.4
2024-05-16 15:13:30.637198,Temperature,2.02
2024-05-16 15:13:40.666227,Pressure,9.16
2024-05-16 15:13:40.681735,Temperature,3.36
2024-05-16 15:13:50.719620,Pressure,11.37
2024-05-16 15:13:50.735619,Temperature,3.45
2024-05-16 15:14:00.755782,Pressure,21.03
2024-05-16 15:14:00.771291,Temperature,3.0
2024-05-16 15:14:10.811318,Pressure,47.83
2024-05-16 15:14:10.827318,Temperature,2.88
2024-05-16 15:14:20.854807,Pressure,89.29
2024-05-16 15:14:20.870807,Temperature,4.64
2024-05-16 15:14:30.904983,Pressure,15.81
2024-05-16 15:14:30.920027,Temperature,3.77
2024-05-16 15:14:40.923593,Pressure,88.51
2024-05-16 15:14:40.936589,Temperature,3.68
2024-05-16 15:14:50.976032,Pressure,4.77
2024-05-16 15:14:50.992032,Temperature,3.29
2024-05-16 15:15:01.032194,Pressure,12.5
2024-05-16 15:15:01.034184,Temperature,4.39
2024-05-16 15:15:11.075364,Pressure,52.88
2024-05-16 15:15:11.090365,Temperature,4.57
2024-05-16 15:15:21.122068,Pressure,86.3
2024-05-16 15:15:21.123071,Temperature,4.02
2024-05-16 15:15:31.162177,Pressure,39.95
2024-05-16 15:15:31.163169,Temperature,4.89
2024-05-16 15:15:41.198716,Pressure,22.51
2024-05-16 15:15:41.199719,Temperature,4.16
2024-05-16 15:15:51.239608,Pressure,42.5
2024-05-16 15:15:51.254608,Temperature,2.87
2024-05-16 15:16:01.287178,Pressure,4.09
2024-05-16 15:16:01.288172,Temperature,3.0
2024-05-16 15:16:11.307674,Pressure,40.82
2024-05-16 15:16:11.323674,Temperature,3.99
2024-05-16 15:16:21.353152,Pressure,87.79
2024-05-16 15:16:21.368152,Temperature,3.37
2024-05-16 15:16:31.403915,Pressure,80.57
2024-05-16 15:16:31.404908,Temperature,3.86
2024-05-16 15:16:41.433338,Pressure,8.29
2024-05-16 15:16:41.449339,Temperature,4.46
2024-05-16 15:16:51.467368,Pressure,11.75
2024-05-16 15:16:51.481367,Temperature,4.0
2024-05-16 15:17:01.516750,Pressure,50.32
2024-05-16 15:17:01.517737,Temperature,2.23
2024-05-16 15:17:11.542199,Pressure,63.78
2024-05-16 15:17:11.558199,Temperature,4.93
2024-05-16 15:17:21.595910,Pressure,59.39
2024-05-16 15:17:21.611486,Temperature,2.44
2024-05-16 15:17:31.652930,Pressure,19.51
2024-05-16 15:17:31.653921,Temperature,3.63
2024-05-16 15:17:41.695561,Pressure,87.26
2024-05-16 15:17:41.711579,Temperature,2.29
2024-05-16 15:17:51.734154,Pressure,2.49
2024-05-16 15:17:51.748163,Temperature,3.82
2024-05-16 15:18:01.776928,Pressure,58.64
2024-05-16 15:18:01.792928,Temperature,2.66
2024-05-16 15:18:11.834693,Pressure,11.72
2024-05-16 15:18:11.836198,Temperature,2.53
2024-05-16 15:18:21.848233,Pressure,60.89
2024-05-16 15:18:21.864218,Temperature,3.4
2024-05-16 15:18:31.902600,Pressure,97.84
2024-05-16 15:18:31.918600,Temperature,3.35
2024-05-16 15:18:41.936625,Pressure,22.06
2024-05-16 15:18:41.951622,Temperature,2.21
2024-05-16 15:18:51.971246,Pressure,26.34
2024-05-16 15:18:51.972257,Temperature,4.73
2024-05-16 15:19:01.992898,Pressure,71.86
2024-05-16 15:19:02.007404,Temperature,4.44
2024-05-16 15:19:12.020064,Pressure,34.42
2024-05-16 15:19:12.035064,Temperature,4.18
2024-05-16 15:19:22.059232,Pressure,31.1
2024-05-16 15:19:22.073228,Temperature,4.82
2024-05-16 15:19:32.111293,Pressure,85.61
2024-05-16 15:19:32.126801,Temperature,2.76
