timestamp,sensor_name,value
2024-05-16 15:00:07.651234,Temp,2.22
2024-05-16 15:00:17.654763,Pressure,45.86
2024-05-16 15:00:17.676764,Temp,2.9
2024-05-16 15:00:27.695308,Pressure,57.56
2024-05-16 15:00:27.710309,Temp,4.99
2024-05-16 15:00:37.712914,Pressure,35.54
2024-05-16 15:00:37.713915,Temp,3.81
2024-05-16 15:00:47.734476,Pressure,66.97
2024-05-16 15:00:47.748475,Temp,3.22
2024-05-16 15:00:57.785813,Pressure,99.95
2024-05-16 15:00:57.785813,Temp,4.85
2024-05-16 15:01:07.817437,Pressure,41.27
2024-05-16 15:01:07.833440,Temp,2.7
2024-05-16 15:01:17.847803,Pressure,97.63
2024-05-16 15:01:17.864318,Temp,3.53
2024-05-16 15:01:27.882510,Pressure,47.94
2024-05-16 15:01:27.897510,Temp,2.5
2024-05-16 15:01:37.913779,Pressure,34.59
2024-05-16 15:01:37.914783,Temp,3.46
2024-05-16 15:01:47.917620,Pressure,2.24
2024-05-16 15:01:47.928617,Temp,2.83
2024-05-16 15:01:57.966094,Pressure,95.23
2024-05-16 15:01:57.968095,Temp,3.35
2024-05-16 15:02:07.995765,Pressure,30.15
2024-05-16 15:02:08.010765,Temp,3.56
2024-05-16 15:02:18.044140,Pressure,50.4
2024-05-16 15:02:18.045141,Temp,4.95
2024-05-16 15:02:28.048540,Pressure,0.95
2024-05-16 15:02:28.049539,Temp,4.96
2024-05-16 15:02:38.068427,Pressure,38.78
2024-05-16 15:02:38.068427,Temp,2.57
2024-05-16 15:02:48.092167,Pressure,59.96
2024-05-16 15:02:48.107162,Temp,3.62
2024-05-16 15:02:58.110030,Pressure,82.44
2024-05-16 15:02:58.111030,Temp,2.62
2024-05-16 15:03:08.137574,Pressure,90.96
2024-05-16 15:03:08.153574,Temp,2.54
2024-05-16 15:03:18.156279,Pressure,4.26
2024-05-16 15:03:18.158280,Temp,2.38
2024-05-16 15:03:28.160340,Pressure,20.83
2024-05-16 15:03:28.161343,Temp,2.2
2024-05-16 15:03:38.191582,Pressure,75.33
2024-05-16 15:03:38.192589,Temp,2.28
2024-05-16 15:03:48.219557,Pressure,22.6
2024-05-16 15:03:48.235557,Temp,2.45
2024-05-16 15:03:58.273232,Pressure,68.28
2024-05-16 15:03:58.288754,Temp,3.99
2024-05-16 15:04:08.307714,Pressure,6.07
2024-05-16 15:04:08.323714,Temp,3.9
2024-05-16 15:04:18.325979,Pressure,86.67
2024-05-16 15:04:18.326979,Temp,2.4
2024-05-16 15:04:28.329732,Pressure,97.31
2024-05-16 15:04:28.350727,Temp,4.86
2024-05-16 15:04:38.375616,Pressure,36.1
2024-05-16 15:04:38.376608,Temp,3.72
2024-05-16 15:04:48.410164,Pressure,18.49
2024-05-16 15:04:48.426192,Temp,2.04
2024-05-16 15:04:58.446230,Pressure,93.88
2024-05-16 15:04:58.461227,Temp,4.18
2024-05-16 15:05:08.494593,Pressure,93.36
2024-05-16 15:05:08.510593,Temp,2.83
2024-05-16 15:05:18.550248,Pressure,11.55
2024-05-16 15:05:18.551240,Temp,2.9
2024-05-16 15:05:28.592312,Pressure,48.45
2024-05-16 15:05:28.608312,Temp,3.53
2024-05-16 15:05:38.638839,Pressure,29.02
2024-05-16 15:05:38.655376,Temp,2.63
2024-05-16 15:05:48.692681,Pressure,23.84
2024-05-16 15:05:48.708681,Temp,4.76
2024-05-16 15:05:58.737345,Pressure,89.39
2024-05-16 15:05:58.753337,Temp,4.15
2024-05-16 15:06:08.782481,Pressure,99.31
2024-05-16 15:06:08.798465,Temp,2.43
2024-05-16 15:06:18.839635,Pressure,62.83
2024-05-16 15:06:18.855634,Temp,4.18
2024-05-16 15:06:28.889519,Pressure,97.35
2024-05-16 15:06:28.904519,Temp,4.71
2024-05-16 15:06:38.937008,Pressure,69.63
2024-05-16 15:06:38.938001,Temp,2.33
2024-05-16 15:06:48.972283,Pressure,40.77
2024-05-16 15:06:48.973269,Temp,2.44
2024-05-16 15:06:58.991801,Pressure,54.92
2024-05-16 15:06:59.005406,Temp,4.77
2024-05-16 15:07:09.019708,Pressure,6.0
2024-05-16 15:07:09.034709,Temp,3.67
2024-05-16 15:07:19.049426,Pressure,96.35
2024-05-16 15:07:19.063422,Temp,3.58
2024-05-16 15:07:29.098526,Pressure,75.19
2024-05-16 15:07:29.099512,Temp,3.73
2024-05-16 15:07:39.116584,Pressure,45.5
2024-05-16 15:07:39.117584,Temp,3.95
2024-05-16 15:07:49.143425,Pressure,80.22
2024-05-16 15:07:49.144413,Temp,4.88
2024-05-16 15:07:59.175330,Pressure,13.39
2024-05-16 15:07:59.191330,Temp,3.34
2024-05-16 15:08:09.225969,Pressure,36.14
2024-05-16 15:08:09.226954,Temp,2.98
2024-05-16 15:08:19.264145,Pressure,17.66
2024-05-16 15:08:19.280150,Temp,4.97
2024-05-16 15:08:29.311348,Pressure,26.24
2024-05-16 15:08:29.327347,Temp,3.16
2024-05-16 15:08:39.351516,Pressure,86.8
2024-05-16 15:08:39.367520,Temp,4.31
2024-05-16 15:08:49.402487,Pressure,18.62
2024-05-16 15:08:49.417487,Temp,2.26
2024-05-16 15:08:59.432184,Pressure,7.15
2024-05-16 15:08:59.448184,Temp,2.64
2024-05-16 15:09:09.475705,Pressure,29.98
2024-05-16 15:09:09.491875,Temp,4.88
2024-05-16 15:09:19.494202,Pressure,12.91
2024-05-16 15:09:19.518709,Temp,4.48
2024-05-16 15:09:29.557774,Pressure,40.18
2024-05-16 15:09:29.572774,Temp,3.59
2024-05-16 15:09:39.603949,Pressure,62.48
2024-05-16 15:09:39.617954,Temp,3.67
2024-05-16 15:09:49.634423,Pressure,69.57
2024-05-16 15:09:49.635415,Temp,4.08
2024-05-16 15:09:59.676038,Pressure,61.17
2024-05-16 15:09:59.691578,Temp,3.78
2024-05-16 15:10:09.727177,Pressure,46.6
2024-05-16 15:10:09.728184,Temp,3.48
2024-05-16 15:10:19.757866,Pressure,62.42
2024-05-16 15:10:19.773866,Temp,2.47
2024-05-16 15:10:29.807732,Pressure,90.99
2024-05-16 15:10:29.822732,Temp,2.72
2024-05-16 15:10:39.855272,Pressure,51.82
2024-05-16 15:10:39.870782,Temp,3.81
2024-05-16 15:10:49.906389,Pressure,55.41
2024-05-16 15:10:49.922390,Temp,4.29
2024-05-16 15:10:59.953609,Pressure,57.0
2024-05-16 15:10:59.969629,Temp,2.83
2024-05-16 15:11:09.991528,Pressure,23.15
2024-05-16 15:11:10.006524,Temp,4.58
2024-05-16 15:11:20.045613,Pressure,36.83
2024-05-16 15:11:20.046615,Temp,4.71
2024-05-16 15:11:30.081562,Pressure,47.84
2024-05-16 15:11:30.097566,Temp,3.9
2024-05-16 15:11:40.117174,Pressure,1.59
2024-05-16 15:11:40.132174,Temp,2.9
2024-05-16 15:11:50.151181,Pressure,77.54
2024-05-16 15:11:50.152183,Temp,3.16
2024-05-16 15:12:00.181397,Pressure,95.65
2024-05-16 15:12:00.197397,Temp,3.65
2024-05-16 15:12:10.218094,Pressure,58.97
2024-05-16 15:12:10.233630,Temp,4.24
2024-05-16 15:12:20.270680,Pressure,49.43
2024-05-16 15:12:20.286189,Temp,2.11
2024-05-16 15:12:30.327317,Pressure,14.65
2024-05-16 15:12:30.342826,Temp,4.41
